Eucalyptus pauciflora; Cabbage Gum; Height: 12m, growing fast. Hardiness: 7-10. Light: full sun. Water preference: unknown moisture.; Snow gum; uncategorised; 7
Eucalyptus pauciflora niphophila; Snow Gum; Height: 6m, growing fast. Hardiness: 6-9. Light: full sun. Water preference: unknown moisture.; ; uncategorised; 6
Eucalyptus perriniana; Spinning Gum; Height: 6m, growing fast. Hardiness: 7-10. Light: full sun. Water preference: unknown moisture.; ; uncategorised; 7
Eucalyptus piperita; Sydney Peppermint; Height: 18m, growing fast. Hardiness: 9-11. Light: full sun. Water preference: unknown moisture.; ; uncategorised; 9
Eucalyptus punctata; Grey Gum; Height: 30m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: unknown moisture.; ; uncategorised; 8
Eucalyptus regnans; Mountain Ash; Height: 75m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: unknown moisture.; ; uncategorised; 8
Eucalyptus robusta; Swamp Mahogany; Height: 30m, growing fast. Hardiness: 8-12. Light: semi-shade or full sun. Water preference: dry - moist.; Eucalyptus Gum; uncategorised; 8
Eucalyptus sideroxylon; Red Ironbark; Height: 30m, growing fast. Hardiness: 10-11. Light: full sun. Water preference: unknown moisture.; Eucalyptus, Gum, Pink Ironbark; uncategorised; 10
Eucalyptus tereticornis; Forest Red Gum; Height: 35m, growing fast. Hardiness: 9-12. Light: full sun. Water preference: unknown moisture.; ; uncategorised; 9
Eucalyptus urnigera; Urn tree; Height: 15m, growing fast. Hardiness: 7-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Eucalyptus urophylla; Timor White Gum; Height: 40m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; ; uncategorised; 10
Eucalyptus viminalis; Manna Gum; Height: 30m, growing fast. Hardiness: 7-10. Light: full sun. Water preference: unknown moisture.; ; Food forest; 7
Euclea divinorum; Magic Guarri; Height: 8m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: dry - moist.; ; uncategorised; 10
Eucommia ulmoides; Gutta-Percha; Height: 12m, growing fast. Hardiness: 4-8. Light: full sun. Water preference: moist.; ; uncategorised; 4
Eucryphia cordifolia; Ulmo; Height: 20m, growing at a medium rate. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Eucryphia lucida; Leatherwood; Height: 10m, growing at a medium rate. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Eucryphia moorei; Stinkwood; Height: 20m, growing at a medium rate. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Eucryphia x nymansensis; ; Height: 10m, growing fast. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Eugeissona utilis; Stilt-root Palm. Wild Borneo sago palm; Height: 12m, growing at a medium rate. Hardiness: 10-12. Light: full sun. Water preference: moist.; ; uncategorised; 10
Eugenia brasiliensis; Grumichama; Height: 8m, growing slowly. Hardiness: 9-12. Light: semi-shade or full sun. Water preference: moist.; Brazilian Plum; Food forest; 9
Eugenia uniflora; Brazil Cherry; Height: 6m, growing slowly. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: dry - moist.; ; Food forest; 10
Euodia daniellii; ; Height: 15m. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 9
Euodia fraxinifolia; ; Height: 15m. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 9
Euonymus alatus; Winged Spindle Tree; Height: 2m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; Burningbush, Corky spindletree; uncategorised; 4
Euonymus alatus apterus; Winged Spindle Tree; Height: 2m. Hardiness: 3-7. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 3
Euonymus americanus; Strawberry Bush; Height: 2.5m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; Bursting-heart; uncategorised; 5
Euonymus atropurpureus; Wahoo- Indian Arrow Wood - Burning Bush; Height: 2.5m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; Eastern wahoo; uncategorised; 4
Euonymus europaeus; Spindle Tree; Height: 6m. Hardiness: 3-7. Light: semi-shade or full sun. Water preference: dry - moist.; European spindletree; uncategorised; 3
Euonymus fimbriatus; ; Height: 4.5m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 7
Euonymus fortunei; Winter Creeper; Height: 4.5m, growing at a medium rate. Hardiness: 5-9. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; Wintercreeper Euonymus; uncategorised; 5
Euonymus hamiltonianus; Hamilton's spindletree; Height: 9m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Euonymus hamiltonianus maackii; ; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Euonymus hamiltonianus sieboldianus; ; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Euonymus japonicus; Japanese Spindle Tree; Height: 4.5m, growing at a medium rate. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: dry - moist.; Box-leaf Euonymus, Evergreen Euonymus, Japanese Euonymus; uncategorised; 6
Euonymus latifolius; ; Height: 3m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Euonymus lucidus; ; Height: 6m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 8
Euonymus macropterus; ; Height: 4m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Euonymus oxyphyllus; ; Height: 2.5m, growing slowly. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Euonymus sachalinensis; Euonymus; Height: 3.5m, growing at a medium rate. Hardiness: 5-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Euonymus tingens; ; Height: 4.5m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 8
Euonymus verrucosus; ; Height: 2.5m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Euphorbia abyssinica; Candelabra Spurge; Height: 7.5m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 10
Euphorbia antisyphilitica; Candelilla; Height: 1m. Hardiness: 7-10. Light: full sun. Water preference: dry - moist.; ; uncategorised; 7
Euphorbia intisy; Intisy; Height: 5m, growing fast. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: unknown moisture.; Pencil Plant; uncategorised; 10
Euphorbia lactea; Mottled Spurge; Height: 5m, growing at a medium rate. Hardiness: 10-11. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 10
Euphorbia neriifolia; Fleshy spurge; Height: 4m, growing fast. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: unknown moisture.; Hedge Euphorbia, Oleander spurge; uncategorised; 10
Euphorbia tetragona; Naboom; Height: 10m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 6
Euplassa cantareirae; Louro Faja; Height: 20m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 10
Euptelea pleiosperma; ; Height: 9m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Euptelea polyandra; Euptelea; Height: 8m, growing at a medium rate. Hardiness: 6-7. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Eurya chinensis; ; Height: 2.5m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Eurya japonica; ; Height: 3m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Euterpe edulis; Jucara Palm; Height: 30m, growing at a medium rate. Hardiness: 9-12. Light: semi-shade or full sun. Water preference: moist.; Assai Palm; Food forest; 9
Hippophae rhamnoides; Sea Buckthorn; Height: 6m, growing at a medium rate. Hardiness: 3-8. Light: full sun. Water preference: unknown moisture.; Seaberry; Food forest; 3
Lecythis ollaria; Monkey Pot. Sapucaia nut; Height: 35m, growing slowly. Hardiness: 11-12. Light: full sun. Water preference: moist.; Pot nut; Food forest; 11
Luma apiculata; Arrayan; Height: 6m, growing at a medium rate. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; Food forest; 8
Manilkara discolor; Red milkwood; Height: 20m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: dry - moist.; Silvery milkwood; Food forest; 10
Minquartia guianensis; Wanania; Height: 20m, growing at a medium rate. Hardiness: 10-12. Light: full shade or semi-shade. Water preference: moist.; Arataweri; uncategorised; 10
Olearia ilicifolia; ; Height: 3m. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; uncategorised; 7
Oplopanax horridus; Devil's Club; Height: 2m. Hardiness: 4-8. Light: full shade or semi-shade. Water preference: moist.; ; uncategorised; 4
Phoenix dactylifera; Date Palm; Height: 25m, growing slowly. Hardiness: 8-12. Light: full sun. Water preference: dry - moist.; ; Food forest; 8
Phytelephas macrocarpa; Vegetable Ivory; Height: 3.5m, growing slowly. Hardiness: 10-12. Light: full sun. Water preference: moist.; Tagua, Nut Palm, Ivory nut palm; uncategorised; 10
Plinia cauliflora; Jaboticaba; Height: 13m, growing slowly. Hardiness: 10-12. Light: full sun. Water preference: moist.; ; Food forest; 10
Plinia edulis; Cambuca; Height: 7m, growing slowly. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; ambucazeiro, Cambuca-verdadeiro; Food forest; 10
Santalum spicatum; West Australian Sandalwood; Height: 4m, growing slowly. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 10
Sapium japonicum; ; Height: 5m. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; uncategorised; 8
Sophora mollis; ; Height: 2m. Hardiness: 7-10. Light: full sun. Water preference: dry - moist.; ; uncategorised; 7
Sophora tetraptera; Kowhai; Height: 10m, growing slowly. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; uncategorised; 7
Syzygium cumini; Jambolan; Height: 25m, growing fast. Hardiness: 8-12. Light: semi-shade or full sun. Water preference: unknown moisture.; Java Plum, Malabar Plum, Jambu; Food forest; 8
Ugni molinae; Uñi; Height: 2m, growing at a medium rate. Hardiness: 7-11. Light: full sun. Water preference: dry - moist.; Chilean guava; Food forest; 7
Xanthostemon verus; Iron Wood; Height: 10m, growing at a medium rate. Hardiness: 10-12. Light: full sun. Water preference: moist.; ; uncategorised; 10
Fabiana imbricata; Pichi; Height: 2.5m. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; uncategorised; 7
Fagraea fragrans; Ironwood; Height: 25m, growing slowly. Hardiness: 10-12. Light: full sun. Water preference: unknown moisture.; Tembusu; uncategorised; 10
Fagus crenata; Japanese Beech; Height: 35m, growing slowly. Hardiness: 4-8. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Fagus grandifolia; American Beech; Height: 10m, growing slowly. Hardiness: 4-8. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Fagus japonica; Japanese Beech; Height: 22m, growing slowly. Hardiness: 4-8. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Fagus lucida; ; Height: 15m. Hardiness: 5-9. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Fagus orientalis; Oriental Beech; Height: 20m, growing at a medium rate. Hardiness: 4-8. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Fagus sylvatica; Beech; Height: 30m, growing at a medium rate. Hardiness: 4-7. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; European beech, Common Beech; Food forest; 4
Fallugia paradoxa; Apache Plume; Height: 2.5m, growing at a medium rate. Hardiness: 6-10. Light: full sun. Water preference: dry - moist.; ; uncategorised; 6
Ficus annulata; Huan wen rong; Height: 25m, growing at a medium rate. Hardiness: 10-12. Light: full sun. Water preference: moist.; Nizhangde; uncategorised; 10
Ficus carica; Fig; Height: 6m, growing at a medium rate. Hardiness: 6-10. Light: full sun. Water preference: dry - moist.; Edible fig, Fig Common; Food forest; 6
Ficus coronata; Sandpaper Fig; Height: 12m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 8
Ficus elastica; Rubber Plant. India Rubber Tree; Height: 50m, growing fast. Hardiness: 9-12. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 9
Ficus macrophylla; Moreton Bay Fig; Height: 35m. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 9
Ficus palmata; Wild Fig; Height: 9m. Hardiness: 0-0. Light: full sun. Water preference: dry - moist.; Punjab fig; uncategorised; 0
Firmiana simplex; Chinese Parasol Tree; Height: 15m, growing fast. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; Chinese parasoltree, Japanese Varnish Tree, Chinese Parasol Tree; uncategorised; 7
Fitzroya cupressoides; Alerce; Height: 10m, growing slowly. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; Patagonian cypress; uncategorised; 7
Fontanesia phillyreoides fortunei; Xue Liu; Height: 3m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Forestiera neomexicana; Wild Olive; Height: 3m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Forsythia suspensa; Lian Qiao; Height: 5m, growing at a medium rate. Hardiness: 5-8. Light: full shade or semi-shade or full sun. Water preference: moist.; Weeping forsythia; uncategorised; 5
Forsythia viridissima; Golden Bells; Height: 2.5m, growing slowly. Hardiness: 5-8. Light: full shade or semi-shade or full sun. Water preference: moist.; Greenstem forsythia, Forsythia; uncategorised; 5
Forsythia x intermedia; Golden Bell; Height: 2.5m, growing fast. Hardiness: 5-8. Light: full shade or semi-shade or full sun. Water preference: moist.; Border Forsythia; uncategorised; 5
Fortunella margarita; Oval Kumquat; Height: 3m. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; Food forest; 7
Fouquieria splendens; Ocotillo. Coach whip; Height: 6m, growing at a medium rate. Hardiness: 8-11. Light: full sun. Water preference: unknown moisture.; ; uncategorised; 8
Fraxinus americana; White Ash; Height: 25m, growing fast. Hardiness: 4-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Fraxinus angustifolia; Narrow-Leaved Ash; Height: 25m. Hardiness: 5-9. Light: full sun. Water preference: dry - moist.; ; uncategorised; 5
Fraxinus bungeana; Xiao Ye Qin; Height: 5m. Hardiness: 4-8. Light: full sun. Water preference: dry - moist.; ; uncategorised; 4
Fraxinus chinensis rhynchophylla; Hua Qu Liu; Height: 25m. Hardiness: 5-9. Light: full sun. Water preference: moist.; ; uncategorised; 5
Fraxinus excelsior; Ash; Height: 30m, growing fast. Hardiness: 5-8. Light: full sun. Water preference: unknown moisture.; European ash, Common Ash; uncategorised; 5
Fraxinus floribunda; Himalayan Ash; Height: 40m. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; uncategorised; 7
Fraxinus latifolia; Oregon Ash; Height: 20m. Hardiness: 5-9. Light: full sun. Water preference: moist.; ; uncategorised; 5
Fraxinus longicuspis; ; Height: 8m. Hardiness: 5-9. Light: full sun. Water preference: moist.; ; uncategorised; 5
Fraxinus nigra; Black Ash; Height: 25m, growing at a medium rate. Hardiness: 2-5. Light: full sun. Water preference: unknown moisture.; ; uncategorised; 2
Fraxinus ornus; Manna Ash; Height: 9m, growing slowly. Hardiness: 5-6. Light: full sun. Water preference: dry - moist.; Flowering ash; Food forest; 5
Fraxinus pennsylvanica; Red Ash; Height: 20m, growing fast. Hardiness: 3-9. Light: full sun. Water preference: moist.; Green ash, Water Ash; uncategorised; 3
Fraxinus quadrangulata; Blue Ash; Height: 20m, growing at a medium rate. Hardiness: 4-8. Light: full sun. Water preference: moist.; ; uncategorised; 4
Fraxinus sieboldiana; Ash; Height: 8m, growing at a medium rate. Hardiness: 6-9. Light: full sun. Water preference: moist.; ; uncategorised; 6
Fraxinus texensis; Texas White Ash; Height: 12m, growing fast. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Fraxinus velutina; Arizona Ash; Height: 12m, growing fast. Hardiness: 7-10. Light: full sun. Water preference: moist.; Velvet ash, Modesto Ash, Fantex Ash; uncategorised; 7
Fraxinus xanthoxyloides; ; Height: 6m. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; uncategorised; 7
Fuchsia alpestris; ; Height: 2m. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 9
Fuchsia boliviana; Bolivian fuchsia; Height: 3.5m, growing fast. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 9
Fuchsia coccinea; Scarlet fuchsia; Height: 3.5m, growing fast. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 8
Fuchsia colensoi; ; Height: 10m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Fuchsia corymbiflora; Peruvian Fuschia; Height: 3.6m. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; Peruvian Berrybush, Vine fuchsia,; Food forest; 9
Fuchsia denticulata; ; Height: 4m. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 9
Fuchsia excorticata; Konini; Height: 10m, growing at a medium rate. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Fuchsia fulgens; ; Height: 1.2m. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 9
Fuchsia hemsleyana; ; Height: 2m, growing at a medium rate. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 8
Fuchsia magellanica; Fuchsia; Height: 3.6m, growing at a medium rate. Hardiness: 5-7. Light: semi-shade or full sun. Water preference: moist.; Hardy fuchsia; uncategorised; 5
Fuchsia microphylla; ; Height: 1.8m, growing at a medium rate. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 8
Fuchsia paniculata; Shrubby fuchsia; Height: 8m, growing at a medium rate. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 9
Fuchsia procumbens; Trailing Fuchsia; Height: 0.2m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Fuchsia splendens; Platanillo; Height: 2m. Hardiness: 8-11. Light: full shade or semi-shade or full sun. Water preference: moist.; ; Food forest; 8
Funtumia elastica; West African Rubber Tree. Lagos silk rubber; Height: 25m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; ; uncategorised; 10
Inga cinnamomea; Inga Assu; Height: 12m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; Inga Acu; Food forest; 10
Inga edulis; Ice Cream Bean; Height: 18m, growing fast. Hardiness: 9-12. Light: semi-shade or full sun. Water preference: unknown moisture.; Monkey Tamarind; Food forest; 9
Inga insignis; Guaba de zorro; Height: 8m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: dry - moist.; ; Food forest; 10
Inga jinicuil; Ice Cream Bean; Height: 20m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; Jinicuil; Food forest; 10
Inga vera; Ice cream bean; Height: 15m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; River koko, Guaba, Pois Doux; uncategorised; 10
Nothofagus betuloides; ; Height: 20m, growing fast. Hardiness: 6-9. Light: full sun. Water preference: moist.; ; uncategorised; 6
Nothofagus cunninghamii; Myrtle Beech; Height: 55m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; uncategorised; 8
Nothofagus fusca; Red Beech; Height: 35m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; uncategorised; 8
Nothofagus menziesii; Silver Beech; Height: 20m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; uncategorised; 8
Nothofagus obliqua; Roblé; Height: 20m, growing fast. Hardiness: 6-9. Light: full sun. Water preference: moist.; Roble beech; uncategorised; 6
Nothofagus pumilio; Lenga; Height: 40m, growing at a medium rate. Hardiness: 6-9. Light: full sun. Water preference: moist.; ; uncategorised; 6
Nothofagus solanderi; Black Beech; Height: 30m, growing fast. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; uncategorised; 7
Platycarya strobilacea; ; Height: 12m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Plukenetia volubilis; Inca peanut; Height: 2m, growing fast. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 10
Rhamnus carolinianus; Indian Cherry; Height: 12m, growing slowly. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; Oak, Carolina Buckthorn; uncategorised; 5
Rhamnus frangula; Alder Buckthorn; Height: 5m, growing slowly. Hardiness: 3-7. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 3
Telfairia pedata; Oysternut; Height: 20m, growing fast. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 10
Thamnocalamus spathaceus; Umbrella Bamboo; Height: 4m. Hardiness: 5-9. Light: full shade or semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Yushania maculata; Maculata bamboo; Height: 5m, growing fast. Hardiness: 6-10. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 6
Zanthoxylum piperitum; Japanese Pepper Tree; Height: 2m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 5
Zanthoxylum schinifolium; Peppertree; Height: 4m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Garcinia brasiliensis; Bacupari; Height: 6m, growing slowly. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 10
Garcinia gardneriana; Bacupari; Height: 8m, growing slowly. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; achacha; Food forest; 10
Garcinia hanburyi; Siam gamboge. Hanbury's garcinia; Height: 15m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 10
Garcinia kola; Bitter Kola; Height: 12m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 10
Garcinia madruno; Madruno; Height: 10m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; Charichuela, Madrono; Food forest; 10
Garcinia mangostana; Mangosteen; Height: 12m, growing slowly. Hardiness: 11-12. Light: semi-shade or full sun. Water preference: moist.; Manggis; Food forest; 11
Garcinia xanthochymus; Mysore Gamboge. Gamboge; Height: 12m, growing slowly. Hardiness: 11-12. Light: semi-shade or full sun. Water preference: moist.; Himalayan garcinia; uncategorised; 11
Garrya elliptica; Coast Silk Tassel; Height: 4m, growing at a medium rate. Hardiness: 7-10. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; Wavyleaf silktassel; uncategorised; 7
Garrya fremontii; Fever Bush; Height: 3m, growing at a medium rate. Hardiness: 6-9. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; Bearbrush; uncategorised; 6
Gaultheria antipoda; Snowberry; Height: 1.2m. Hardiness: 8-11. Light: full shade or semi-shade. Water preference: moist.; ; uncategorised; 8
Gaultheria cumingiana; ; Height: 3m. Hardiness: 9-11. Light: semi-shade. Water preference: moist.; ; uncategorised; 9
Gaultheria depressa; Mountain Snowberry; Height: 0.1m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Gaultheria fragrantissima; Fragrant Wintergreen; Height: 1m. Hardiness: 8-11. Light: full shade or semi-shade. Water preference: moist.; ; uncategorised; 8
Gaultheria hispida; Snowberry; Height: 0.9m. Hardiness: 8-11. Light: semi-shade. Water preference: moist.; ; uncategorised; 8
Gaultheria humifusa; Alpine Wintergreen; Height: 0.1m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; Alpine spicywintergreen; Food forest; 6
Gaultheria insana; ; Height: 0.5m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Gaultheria japonica; Creeping Snowberry; Height: 0.1m, growing fast. Hardiness: 5-9. Light: semi-shade. Water preference: unknown moisture.; ; Food forest; 5
Gaultheria macrostigma; ; Height: 0.5m. Hardiness: 7-10. Light: semi-shade. Water preference: moist.; ; uncategorised; 7
Gaultheria myrsinoides; ; Height: 0.2m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Gaultheria nummularioides; ; Height: 0.1m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Gaultheria ovatifolia; Mountain Checkerberry; Height: 0.2m. Hardiness: 5-9. Light: full shade or semi-shade. Water preference: moist.; Western teaberry; Food forest; 5
Gaultheria procumbens; Checkerberry; Height: 0.2m, growing at a medium rate. Hardiness: 3-6. Light: full shade or semi-shade. Water preference: dry - moist.; Eastern teaberry, Teaberry, Creeping Wintergreen; Food forest; 3
Gaultheria pyroliifolia; ; Height: 0.2m, growing slowly. Hardiness: 5-9. Light: full shade or semi-shade. Water preference: moist.; ; uncategorised; 5
Gaultheria pyroloides; ; Height: 0.3m. Hardiness: 5-9. Light: semi-shade. Water preference: moist.; ; Food forest; 5
Gaultheria shallon; Shallon; Height: 1.2m, growing at a medium rate. Hardiness: 6-9. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; Salal; Food forest; 6
Gaultheria trichophylla; ; Height: 0.1m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Gaultheria x wisleyensis; ; Height: 1m. Hardiness: 5-9. Light: full shade or semi-shade. Water preference: moist.; ; uncategorised; 5
Gaylussacia baccata; Black Huckleberry; Height: 1m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; Food forest; 5
Gaylussacia brachycera; Box Huckleberry; Height: 0.5m. Hardiness: 5-9. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Gaylussacia dumosa; Dwarf Huckleberry; Height: 0.3m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 5
Gaylussacia frondosa; Dangleberry; Height: 1.8m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; Blue huckleberry; Food forest; 5
Geijera parviflora; Australian Willow; Height: 12m, growing fast. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 9
Gelsemium sempervirens; False Jasmine; Height: 3m, growing fast. Hardiness: 7-9. Light: semi-shade or full sun. Water preference: moist.; Yellow Jessamine, Evening Trumpetflower, Carolina Jasmine; uncategorised; 7
Genista germanica; ; Height: 0.6m. Hardiness: 4-8. Light: full sun. Water preference: dry - moist.; ; uncategorised; 4
Genista hispanica; Spanish Gorse; Height: 0.8m. Hardiness: 5-9. Light: full sun. Water preference: dry - moist.; ; uncategorised; 5
Genista pilosa; Hairy greenweed; Height: 0.3m, growing slowly. Hardiness: 5-8. Light: semi-shade or full sun. Water preference: dry - moist.; silkyleaf broom; uncategorised; 5
Genista pilosa procumbens; Creeping broom; Height: 0.1m, growing slowly. Hardiness: 6-8. Light: semi-shade or full sun. Water preference: dry - moist.; Creeping hairy broom; uncategorised; 6
