Corema conradii; Poverty Grass; Height: 0.3m. Hardiness: 3-7. Light: semi-shade or full sun. Water preference: dry - moist.; Broom crowberry; uncategorised; 3
Coriaria microphylla; ; Height: 1.2m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Coriaria myrtifolia; Redoul; Height: 1.8m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Coriaria napalensis; Masuri Berry; Height: 2.5m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Coriaria ruscifolia; ; Height: 1m. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; uncategorised; 7
Coriaria sarmentosa; Tuhu; Height: 1m. Hardiness: 7-10. Light: full sun. Water preference: moist.; ; uncategorised; 7
Coriaria sinica; ; Height: 5m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Coriaria terminalis; ; Height: 1.2m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Cornus alba; Tartarian Dogwood; Height: 3m, growing fast. Hardiness: 3-7. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 3
Cornus alternifolia; Green Osier; Height: 6m, growing fast. Hardiness: 3-8. Light: full sun. Water preference: dry - moist.; Alternateleaf dogwood, Alternate Leaf Dogwood, Golden Shadows Pagoda Dogwood, Green Osi; uncategorised; 3
Cornus amomum; Silky Dogwood; Height: 3m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 4
Cornus asperifolia drummondii; Roughleaf Dogwood; Height: 4m, growing fast. Hardiness: 5-9. Light: full sun. Water preference: moist.; ; uncategorised; 5
Cornus australis; ; Height: 4m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Cornus chinensis; ; Height: 10m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Cornus controversa; Giant Dogwood; Height: 15m, growing fast. Hardiness: 5-8. Light: semi-shade or full sun. Water preference: moist.; Wedding Cake Tree,; uncategorised; 5
Cornus coreana; ; Height: 20m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Cornus elliptica; ; Height: 10m, growing at a medium rate. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 7
Cornus kousa; Japanese Dogwood; Height: 10m, growing slowly. Hardiness: 5-8. Light: semi-shade or full sun. Water preference: moist.; Kousa dogwood, Chinese Dogwood,; Food forest; 5
Cornus kousa chinensis; Japanese Dogwood; Height: 10m. Hardiness: 5-8. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 5
Cornus macrophylla; Large-Leaf Dogwood; Height: 15m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Cornus mas; Cornelian Cherry; Height: 5m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; Cornelian Cherry Dogwood; Food forest; 4
Cornus monbeigii; ; Height: 5m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Cornus nuttallii; Mountain Dogwood; Height: 10m, growing at a medium rate. Hardiness: 6-8. Light: semi-shade or full sun. Water preference: dry - moist.; Pacific dogwood, Western Dogwood; uncategorised; 6
Cornus oblonga; Oblong-Petal Dogwood; Height: 6m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 8
Cornus occidentalis; Western Dogwood; Height: 6m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Cornus officinalis; Shan Zhu Yu; Height: 10m, growing at a medium rate. Hardiness: 5-8. Light: semi-shade or full sun. Water preference: moist.; Asiatic dogwood, Japanese Cornel Dogwood; Food forest; 5
Cornus poliophylla; ; Height: 4m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Cornus quinquenervis; ; Height: 3m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 4
Cornus rugosa; Round-Leaved Dogwood; Height: 3m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Cornus sanguinea; Dogwood; Height: 3m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; Bloodtwig dogwood; uncategorised; 4
Cornus sericea; Red Osier Dogwood; Height: 2.5m, growing fast. Hardiness: 2-7. Light: semi-shade or full sun. Water preference: unknown moisture.; Western dogwood; uncategorised; 2
Cornus sessilis; Blackfruit dogwood; Height: 3m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Cornus walteri; ; Height: 10m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Cornus wilsoniana; ; Height: 10m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Corokia x virgata; ; Height: 3m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Coronilla emerus; Scorpion Senna; Height: 2.7m. Hardiness: 5-9. Light: full sun. Water preference: dry - moist.; ; uncategorised; 5
Correa alba; Cape Barren Tea; Height: 1.5m. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; uncategorised; 8
Corylus americana; American Hazel; Height: 3m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 4
Corylus avellana; Common Hazel; Height: 6m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; Common filbert, European Filbert, Harry Lauder's Walking Stick, Corkscrew Hazel, Hazel; Food forest; 4
Corylus chinensis; Chinese Hazel; Height: 24m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 5
Corylus colurna; Turkish Hazel; Height: 20m, growing slowly. Hardiness: 4-7. Light: semi-shade or full sun. Water preference: moist.; Chinese hazelnut, Turkish Filbert, Turkish Hazel; Food forest; 4
Corylus cornuta; Beaked Hazel; Height: 3m. Hardiness: 4-7. Light: semi-shade or full sun. Water preference: moist.; California hazelnut, Turkish Filbert, Turkish Hazel; Food forest; 4
Corylus cornuta californica; California Hazel; Height: 8m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 4
Corylus ferox; Himalayan Hazel; Height: 10m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; Tibetan hazelnut; uncategorised; 7
Corylus heterophylla; Siberian Filbert; Height: 7m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 4
Corylus hybrids & neohybrids; Hybrid & Neohybrids; Height: 25m, growing at a medium rate. Hardiness: 4-9. Light: semi-shade or full sun. Water preference: moist.; Hazel, Filbert; Food forest; 4
Corylus jacquemontii; Indian Tree Hazel; Height: 25m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 6
Corylus maxima; Filbert; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; Giant filbert; Food forest; 4
Corylus sieboldiana; Japanese Hazel; Height: 5m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; Manchurian hazel; Food forest; 5
Corylus sieboldiana mandschurica; Hairy hazel; Height: 4.5m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; Japanese hazelnut,; Food forest; 5
Corylus tibetica; ; Height: 15m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Corylus x colurnoides; Trazel; Height: 15m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 0
Corylus x vilmorinii; Chinese Trazel; Height: 25m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 4
Corymbia citriodora; Lemon-Scented Gum; Height: 45m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; blue spotted gum, lemon eucalyptus, eucalyptus citriodora.; uncategorised; 10
Corynocarpus laevigatus; New Zealand Laurel; Height: 12m. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; Karaka nut; uncategorised; 7
Corynocarpus spp.; Karaka; Height: 15m, growing fast. Hardiness: 7-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 7
Cotinus coggygria; Smoke Tree; Height: 5m, growing at a medium rate. Hardiness: 5-8. Light: semi-shade or full sun. Water preference: dry - moist.; European smoketree, Venetian Sumac, Wig Tree, Smoke Tree; uncategorised; 5
Cotinus obovatus; Chittamwood; Height: 10m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: moist.; American smoketree; uncategorised; 4
Cotoneaster acuminatus; Acuminate cotoneaster; Height: 4m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Cotoneaster bacillaris; ; Height: 5m, growing fast. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Cotoneaster conspicuus; Tibetan Cotoneaster; Height: 3m, growing at a medium rate. Hardiness: 6-8. Light: semi-shade or full sun. Water preference: dry - moist.; Cotoneaster; uncategorised; 6
Cotoneaster coriaceus; ; Height: 4m, growing fast. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Cotoneaster divaricatus; Spreading Cotoneaster; Height: 2m, growing fast. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Cotoneaster franchetii; Orange cotoneaster; Height: 3m. Hardiness: 5-9. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Cotoneaster frigidus; ; Height: 10m, growing fast. Hardiness: 6-9. Light: full shade or semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 6
Cotoneaster glaucophyllus; ; Height: 3m, growing at a medium rate. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 6
Cotoneaster microphyllus; ; Height: 1m, growing slowly. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Cotoneaster racemiflorus; Black-Wood; Height: 2.4m, growing at a medium rate. Hardiness: 3-7. Light: semi-shade or full sun. Water preference: dry - moist.; Cotoneaster; uncategorised; 3
Cotoneaster serotinus; ; Height: 6m, growing at a medium rate. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 6
Cotoneaster simonsii; Simons' cotoneaster; Height: 3m, growing fast. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 4
Cotoneaster wardii; ; Height: 4m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Cotoneaster x watereri; ; Height: 5m, growing at a medium rate. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; uncategorised; 5
Couepia bracteosa; Pajura; Height: 15m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 10
Coula edulis; African Walnut; Height: 20m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 10
Couma macrocarpa; Barca; Height: 25m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; Milk Tree, Couba, Sorva, Sorva grande; Food forest; 10
Couma utilis; Sorva; Height: 12m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; Milk Tree; Food forest; 10
Cowania mexicana; Cliffrose; Height: 2m. Hardiness: 8-11. Light: full sun. Water preference: dry - moist.; ; uncategorised; 8
Crataegomespilus dardarii; Bronvaux Medlar; Height: 5m, growing at a medium rate. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: moist.; ; Food forest; 5
Crataegus acclivis; ; Height: 8m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus aestivalis; Eastern Mayhaw; Height: 9m, growing at a medium rate. Hardiness: 6-11. Light: semi-shade or full sun. Water preference: unknown moisture.; May hawthorn, Mayhaw, Apple Hawthorn; Food forest; 6
Crataegus altaica; Altai Mountain Thorn; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus anomala; Arnold hawthorn; Height: 5m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus apiifolia; Parsley-Leaved Hawthorn; Height: 4m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 6
Crataegus aprica; Sunny Hawthorn; Height: 6m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus arnoldiana; Arnold Hawthorn; Height: 7m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus azarolus; Azarole; Height: 10m, growing at a medium rate. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus baroussana; Tejocote; Height: 2m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus caesa; ; Height: 3m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 6
Crataegus canadensis; Canadian hawthorn; Height: 9m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 0
Crataegus canbyi; Cockspur hawthorn; Height: 5m, growing at a medium rate. Hardiness: 4-7. Light: semi-shade or full sun. Water preference: unknown moisture.; Dwarf Hawthorn, Cockspur Hawthorn; uncategorised; 4
Crataegus champlainensis; Quebec hawthorn; Height: 6m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus chrysocarpa; Fireberry Hawthorn; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; Red haw, Piper's hawthorn,; Food forest; 4
Crataegus coccinoides; Kansas Hawthorn; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus columbiana; Columbian Hawthorn; Height: 5m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus crus-galli; Cockspur Thorn; Height: 10m, growing at a medium rate. Hardiness: 4-7. Light: semi-shade or full sun. Water preference: unknown moisture.; Cockspur hawthorn, Dwarf Hawthorn; uncategorised; 4
Crataegus cuneata; Sanzashi; Height: 15m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; Chinese hawthorn; Food forest; 5
Crataegus dilatata; Broadleaf hawthorn; Height: 6m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus dispessa; Mink hawthorn; Height: 8m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus douglasii; Black Hawthorn; Height: 9m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus durobrivensis; Caughuawaga Hawthorn; Height: 5m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus ellwangeriana; Scarlet Hawthorn; Height: 6m. Hardiness: 5-7. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus elongata; ; Height: 4m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus festiva; ; Height: 3m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 6
Crataegus flabellata; Fanleaf hawthorn; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus flava; Summer Haw; Height: 8m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; Yellowleaf hawthorn; Food forest; 5
Crataegus gemosa; Haw; Height: 8m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus heterophylla; ; Height: 6m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 5
Crataegus holmesiana; Holmes' hawthorn; Height: 10m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus hupehensis; ; Height: 5m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus intricata; Copenhagen hawthorn; Height: 3m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus jackii; ; Height: 3m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 4
Crataegus jonesiae; Miss jones' hawthorn; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 4
Crataegus laciniata; ; Height: 6m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus laevigata; Midland Hawthorn; Height: 6m, growing at a medium rate. Hardiness: 4-8. Light: full shade or semi-shade or full sun. Water preference: unknown moisture.; Smooth hawthorn, English Hawthorn; Food forest; 4
Crataegus maximowiczii; ; Height: 7m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 4
Crataegus meyeri; ; Height: 4m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus missouriensis; ; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus mollis; Red Haw; Height: 9m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; Downy hawthorn; Food forest; 4
Crataegus monogyna; Hawthorn; Height: 6m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; Oneseed hawthorn; Food forest; 4
Crataegus nigra; Hungarian Hawthorn; Height: 6m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 5
Crataegus opaca; Western Mayhaw; Height: 9m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus pedicellata; Scarlet Haw; Height: 7m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; Scarlet hawthorn; Food forest; 4
Crataegus pedicellata gloriosa; Scarlet Haw; Height: 7m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus pennsylvanica; ; Height: 9m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus pentagyna; ; Height: 6m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus phaenopyrum; Washington Thorn; Height: 10m, growing at a medium rate. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; Washington Hawthorn; uncategorised; 4
Crataegus pinnatifida; Chinese Haw; Height: 7m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus pinnatifida major; Chinese Haw; Height: 7.5m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus pontica; Turkish Haw; Height: 0m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus pringlei; Pringle's hawthorn; Height: 7m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 0
Crataegus pruinosa; Frosted Hawthorn; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; Waxyfruit hawthorn; Food forest; 4
Crataegus pubescens; Manzanilla; Height: 10m, growing at a medium rate. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 6
Crataegus pubescens stipulacea; Manzanilla; Height: 9m. Hardiness: 6-9. Light: semi-shade or full sun. Water preference: dry - moist.; ; Food forest; 6
Crataegus punctata; Dotted Hawthorn; Height: 10m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus reverchonii; Reverchon's Hawthorn; Height: 3m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 0
Crataegus rivularis; River Hawthorn; Height: 4m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 4
Crataegus rotundifolia; ; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus sanguinea; ; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 4
Crataegus schraderana; Blue hawthorn; Height: 6m. Hardiness: 5-9. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 5
Crataegus songorica; ; Height: 4.5m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus submollis; Quebec Hawthorn; Height: 7m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus succulenta; Fleshy hawthorn; Height: 6m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crataegus szovitskii; ; Height: 0m. Hardiness: 0-0. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 0
Crataegus tanacetifolia; Tansy-Leaved Thorn; Height: 10m. Hardiness: 6-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 6
Crataegus uniflora; Dwarf hawthorn; Height: 3m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; uncategorised; 4
Crataegus x grignonensis; ; Height: 4m. Hardiness: 4-8. Light: semi-shade or full sun. Water preference: unknown moisture.; ; Food forest; 4
Crescentia alata; Jicaro. Mexican calabash; Height: 8m, growing at a medium rate. Hardiness: 9-12. Light: full sun. Water preference: dry - moist.; ; uncategorised; 9
Crescentia cujete; Calabash Tree; Height: 10m, growing slowly. Hardiness: 10-12. Light: full sun. Water preference: moist.; ; Food forest; 10
Croton lechleri; Sangre De Grado; Height: 12m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; Dragon's blood; uncategorised; 10
Croton megalocarpus; Croton tree; Height: 25m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; ; uncategorised; 10
Croton palanostigma; Sangre De Grado; Height: 12m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; Dragon's blood; uncategorised; 10
Croton salutaris; Sangre De Grado; Height: 12m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; Dragon's blood; uncategorised; 10
Cryptocarya alba; Peumo; Height: 12m, growing fast. Hardiness: 9-11. Light: semi-shade or full sun. Water preference: dry - moist.; Chilean acorn; uncategorised; 9
Cryptomeria japonica; Japanese Cedar; Height: 20m, growing fast. Hardiness: 5-8. Light: full sun. Water preference: moist.; Sugi; uncategorised; 5
Cryptostegia grandiflora; India Rubber Vine; Height: 15m, growing fast. Hardiness: 10-12. Light: full sun. Water preference: moist.; ; uncategorised; 10
Cudrania tricuspidata; Silkworm Thorn; Height: 6m, growing slowly. Hardiness: 6-9. Light: full sun. Water preference: moist.; Storehousebush; uncategorised; 6
Cunninghamia lanceolata; Chinese Fir; Height: 15m, growing at a medium rate. Hardiness: 6-9. Light: full sun. Water preference: moist.; ; uncategorised; 6
Cupressocyparis leylandii; Leyland Cypress; Height: 40m, growing fast. Hardiness: 6-10. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 6
Cupressus arizonica; Arizona Cypress; Height: 25m, growing at a medium rate. Hardiness: 6-9. Light: full sun. Water preference: dry - moist.; ; uncategorised; 6
Cupressus funebris; Chinese Weeping Cypress; Height: 25m. Hardiness: 7-10. Light: full sun. Water preference: dry - moist.; Mourning-cypress; uncategorised; 7
Cupressus lusitanica; Mexican Cypress; Height: 35m, growing fast. Hardiness: 9-12. Light: semi-shade or full sun. Water preference: moist.; ; uncategorised; 9
Cupressus macrocarpa; Monterey Cypress; Height: 25m, growing fast. Hardiness: 7-10. Light: full sun. Water preference: dry - moist.; ; uncategorised; 7
Cupressus sempervirens; Italian Cypress; Height: 30m, growing at a medium rate. Hardiness: 7-11. Light: full sun. Water preference: dry - moist.; ; uncategorised; 7
Cupressus torulosa; Himalayan Cypress; Height: 40m. Hardiness: 7-10. Light: full sun. Water preference: dry - moist.; ; uncategorised; 7
Cyathodes colensoi; ; Height: 0.3m, growing slowly. Hardiness: 7-10. Light: semi-shade. Water preference: moist.; ; uncategorised; 7
Cyathodes fraseri; ; Height: 0.2m, growing slowly. Hardiness: 7-10. Light: full shade or semi-shade. Water preference: moist.; ; uncategorised; 7
Cycas circinalis; Sago Palm; Height: 3.5m, growing slowly. Hardiness: 10-11. Light: full sun. Water preference: dry - moist.; Queen sago, Fern Palm, Queen Sago Palm; uncategorised; 10
Cycas revoluta; Japanese Sago Palm; Height: 3.5m, growing slowly. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: dry - moist.; Sago palm, King Sago Palm; uncategorised; 8
Cydonia oblonga; Quince; Height: 7.5m, growing at a medium rate. Hardiness: 5-9. Light: full shade or semi-shade or full sun. Water preference: moist.; ; Food forest; 5
Cynometra alexandri; Uganda ironwood; Height: 30m, growing at a medium rate. Hardiness: 10-12. Light: full sun. Water preference: moist.; Muhimbi; uncategorised; 10
Cyphomandra betacea; Tree Tomato; Height: 5m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; Food forest; 8
Cyphomandra casana; Casana; Height: 2m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; Food forest; 8
Cyphomandra fragrans; ; Height: 2m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: moist.; ; Food forest; 8
Cyphomandra hartwegii; Hartweg's cyphomandra; Height: 2m, growing fast. Hardiness: 8-11. Light: full sun. Water preference: moist.; Calylophus; Food forest; 8
Cyrilla racemiflora; Leatherwood; Height: 1.2m, growing slowly. Hardiness: 5-10. Light: full sun. Water preference: moist.; Swamp titi, Black Titi, Swamp, Myrtle, Titi Swamp, Leatherwood; uncategorised; 5
Cytisus decumbens; Prostrate Broom; Height: 0.2m, growing at a medium rate. Hardiness: 5-8. Light: full sun. Water preference: dry - moist.; ; uncategorised; 5
Cytisus scoparius; Broom; Height: 2.4m, growing fast. Hardiness: 5-8. Light: semi-shade or full sun. Water preference: dry - moist.; Scotch broom, Common Broom; uncategorised; 5
Dacryodes edulis; Bush Butter Tree; Height: 20m, growing fast. Hardiness: 11-12. Light: semi-shade or full sun. Water preference: unknown moisture.; Butterfruit, African Plum, bush pear, bush plum, safou; Food forest; 11
Daniellia ogea; Accra copal; Height: 40m, growing at a medium rate. Hardiness: 10-12. Light: full sun. Water preference: moist.; Ogea copal; uncategorised; 10
Dichrostachys cinerea; Marabou Thorn; Height: 8m, growing at a medium rate. Hardiness: 8-12. Light: semi-shade or full sun. Water preference: moist.; Sickle Bush; uncategorised; 8
Dipteryx odorata; Tonka Bean; Height: 30m, growing at a medium rate. Hardiness: 10-12. Light: semi-shade or full sun. Water preference: moist.; Brazilian Teak; Food forest; 10
Ericameria parishii; Heath Goldenrod; Height: 1m. Hardiness: 8-11. Light: semi-shade or full sun. Water preference: moist.; Parish's rabbitbrush; uncategorised; 8
