treeId;latinName;latitude;longitude;datePlanted;notes;Origin;Rootstock;Variety
152;Juglans regia;45.10484246;1.92802732;1570378138637;;Origin;Rootstock;Variety
153;Juglans regia;45.10485587;1.92804547;1570378161966;;Origin;Rootstock;Variety
154;Juglans regia;45.10488672;1.92804937;1570378192453;;Origin;Rootstock;Variety
155;Juglans regia;45.1049264;1.92804443;1570378218108;;Origin;Rootstock;Variety
156;Juglans regia;45.10498401;1.92804662;1570378244743;;Origin;Rootstock;Variety
157;Juglans regia;45.1049679;1.92805528;1570378267927;;Origin;Rootstock;Variety
158;Juglans regia;45.10499838;1.92804952;1570378290001;;Origin;Rootstock;Variety
159;Juglans regia;45.10497699;1.92803617;1570378309102;;Origin;Rootstock;Variety
160;Juglans regia;45.10499256;1.92801588;1570378328922;;Origin;Rootstock;Variety
161;Juglans regia;45.10501532;1.92801843;1570378347718;;Origin;Rootstock;Variety
162;Juglans regia;45.10504105;1.92801268;1570378370441;;Origin;Rootstock;Variety
163;Juglans regia;45.10509024;1.92805335;1570378415543;;Origin;Rootstock;Variety
164;Juglans regia;45.10512968;1.92804825;1570378431746;;Origin;Rootstock;Variety
165;Juglans regia;45.10514356;1.92804381;1570378452576;;Origin;Rootstock;Variety
166;Juglans regia;45.10513217;1.92798575;1570378479114;;Origin;Rootstock;Variety
167;Juglans regia;45.10514522;1.92795915;1570378498670;;Origin;Rootstock;Variety
168;Juglans regia;45.10515143;1.9279203;1570378540727;;Origin;Rootstock;Variety
169;Juglans regia;45.10516362;1.92788376;1570378568451;;Origin;Rootstock;Variety
170;Juglans regia;45.1051824;1.92787062;1570378591654;;Origin;Rootstock;Variety
171;Juglans regia;45.10518847;1.92781501;1570378624118;;Origin;Rootstock;Variety
172;Juglans regia;45.10519733;1.92777418;1570378650655;;Origin;Rootstock;Variety
173;Juglans regia;45.10517299;1.92773531;1570378669116;;Origin;Rootstock;Variety
174;Juglans regia;45.10517132;1.9277086;1570378689813;;Origin;Rootstock;Variety
175;Juglans regia;45.10511691;1.92774528;1570378707387;;Origin;Rootstock;Variety
176;Juglans regia;45.10508363;1.92771879;1570378727106;;Origin;Rootstock;Variety
177;Juglans regia;45.10506753;1.92769018;1570378753647;;Origin;Rootstock;Variety
178;Juglans regia;45.10502117;1.92772189;1570378779447;;Origin;Rootstock;Variety
179;Juglans regia;45.10499125;1.92772105;1570378806967;;Origin;Rootstock;Variety
180;Juglans regia;45.10501043;1.92771088;1570378828127;;Origin;Rootstock;Variety
181;Juglans regia;45.10500098;1.92774482;1570378850348;;Origin;Rootstock;Variety
182;Juglans regia;45.10498678;1.92771209;1570378888380;;Origin;Rootstock;Variety
183;Vitis vinifera;45.09549913;1.93359562;1570662000000;very nice grape to take cuttings from;Origin;Rootstock;Variety
184;Araucaria araucana;45.14858838;1.48975217;1570875674318;female,by the road;Origin;Rootstock;Variety
185;Pyrus Betulaefolia;45.10458802;1.92890908;1570895969423;1;self seeded;none;Variety
186;Pyrus Betulaefolia;45.10501798;1.92915337;1570831200000;September 20 3 grafts attempted in march all dead. labelled;self seeded;none;Variety
187;Pyrus Betulaefolia;45.10506674;1.92981462;1570896317609;3;self seeded;none;Variety
188;Pyrus Betulaefolia;45.10437202;1.92873088;1570897137131;self seeded;;wild;Variety
189;Araucaria araucana;48.68637232;-3.992079;1571314672008;original,v big female Pol de lion;Origin;Rootstock;Variety
190;Alnus Cordata;50.43252452;-3.68145606;1571499696008;for taking cuttings;Origin;Rootstock;Variety
191;Araucaria araucana;50.4361594;-3.69030507;631152000000;female 20 feet high,full of cones for 2020, test;Origin;Rootstock;Variety
192;Prunus avium;50.43359377;-3.69695859;1580169600000;;Origin;Rootstock;morello
193;Prunus domestica;50.4335923;-3.69695128;1580169600000;;Origin;Rootstock;victoria
194;Pyrus communis;50.43359215;-3.6969455;1580169600000;;Origin;Rootstock;doyenne de comice
195;Pyrus communis;50.43362745;-3.69693601;1580169600000;;Origin;Rootstock;conference
196;Prunus Domestica;50.43361054;-3.69690559;1580166000000;labelled;Origin;Rootstock;opal
197;Prunus avium;50.43362087;-3.69691687;1580169600000;;Origin;Rootstock;hedelfinger
198;Malus domestica;50.43362887;-3.69694561;1580169600000;;Origin;Rootstock;cox
199;Prunus Cerasifera;45.10502815;1.92957936;1583190000000;there was water flowing at the bottom of the planting hole. might be too wet, but might be drought proof in summer. labelled experiment!;trago;?;hedelfinger
200;Prunus Cerasifera;45.10501286;1.9295348;1583190000000;very little root on it, and curled up. chances not great. ded;trago;?;morello
201;Pyrus Betulaefolia;45.10500862;1.9291652;1583190000000;labelled;trago;?;doyenne de comice
202;Malus domestica;45.10493648;1.92911619;1583190000000;labelled ok;trago;?;jonagold
203;Prunus Cerasifera;45.10498077;1.92906746;1583190000000;;seed;0;0
204;Prunus Cerasifera;45.10498764733457;1.9292130321264265;1583190000000;;seed;0;0
205;Prunus Cerasifera;45.1050210137357;1.9291359186172485;1583190000000;labelled.  September 20: 5 feet high;seed;0;?
206;Prunus Persica;45.10447686;1.92939188;1583362800000;4 3 from  seed;Origin;Rootstock;or nectarine. was plant 4 3, grown from seed
207;Prunus Armeniaca;45.10483598;1.92964369;1583400693324;probably,lost label;Origin;Rootstock;Variety
208;Elaeagnus x ebbingei;45.10483696;1.92907632;1583362800000;elaeagnus ebbingeii labelled;hope grove nurseries;Rootstock;Variety
209;Elaeagnus x ebbingei;45.10483718;1.92907675;1583418175040;elaeagnus ebbingeii;hope grove nurseries;Rootstock;Variety
210;Ficus carica;45.10477249;1.92914035;1583418383870;;Jurassic nurseries;Rootstock;signora
211;Prunus Cerasifera;45.10502625;1.92965767;1583489936676;probably, label lost;Origin;Rootstock;Variety
212;Prunus Persica;45.10506857857163;1.9296797364950182;1583449200000;probably, label lost. September 20, 2 feet high, yellow leaves from dry summer turning green. labelled;seed;Rootstock;merril o' henry
213;Prunus Armeniaca;45.10491705;1.92941008;1583449200000;;seed;Rootstock;merril o' henry
214;Prunus Cerasifera;45.10492896028392;1.9294443726539612;1583490191480;probably, no label;seed;Rootstock;Variety
215;Prunus Persica;45.10487792;1.92961199;1583449200000;probably;seed 38;Rootstock;Variety
216;Prunus Armeniaca;45.10479880733529;1.9295308738946915;1583490295019;;seed;Rootstock;Variety
217;Prunus Cerasifera;45.10487926555675;1.929604969918728;1583449200000;probably, no label. 8 sept. the graft of the fainting plum died. tree ok, 1 metre high;seed;Rootstock;Variety
218;Prunus avium;45.10477945;1.92965645;1583490386449;probably, no label;;Krymsk 86;hedelfinger
219;Prunus Persica;45.10489796024489;1.929416544735432;1583490530548;nectarine;Origin;Rootstock;nectareine
220;Prunus Persica;45.10484400593837;1.929435320198536;1583490655550;from seed 38;seed;Rootstock;nectareine
221;Prunus avium;45.10475619;1.92950938;1583490704015;from seed 38;;Krymsk 86;hedelfinger
222;Prunus Cerasifera;45.10465303568055;1.9296113401651385;1583449200000;from seed 38;;cherry plum;dartington plum
223;Prunus Cerasifera;45.10469231833843;1.9295057281851768;1583490897311;;seed;;
224;Prunus Cerasifera;45.10461518;1.92954756;1583490929395;seed s32;seed;;
225;Prunus Cerasifera;45.10463505084023;1.9295107573270798;1583490941845;seed s32;seed;;
226;Prunus Cerasifera;45.10464998;1.92946235;1583490957061;seed s32;seed;;
227;Prunus Cerasifera;45.10461552;1.92944664;1583490967378;seed s32;seed;;
228;Prunus Cerasifera;45.10458936;1.92941006;1583449200000;seed, p1 almond from T0otnes cemetery -didn't take.;seed;cherry plum;
229;Prunus persica nucipersica;45.10457967642781;1.9294078275561335;1583491100824;nectarine;seed;;
230;Prunus Cerasifera;45.10456539;1.92954639;1583491195720;probably, no label;seed;;
231;Prunus Cerasifera;45.104572340497334;1.9294923171401024;1583491213886;from seed s32;seed;;
232;Prunus Cerasifera;45.10459869;1.92954232;1583491221337;from seed s32;seed;;
233;Prunus Cerasifera;45.104587012357314;1.9294869527220724;1583491232302;from seed s32;seed;;
234;Prunus Cerasifera;45.10463787;1.92954073;1583449200000;from seed s32;seed;cherry plum;dartington plum, graft died. tree ok, over 1m high
235;Prunus Cerasifera;45.10469847104144;1.929464153945446;1583491350136;;seed;;
236;Prunus Cerasifera;45.104679303002996;1.9295496493577957;1583491377153;from seed s32;seed;;
237;Prunus Cerasifera;45.10471886;1.92943499;1583491400237;;seed;;
238;Prunus Cerasifera;45.10476484;1.92943356;1583491416819;;seed;;
239;Prunus Cerasifera;45.10476842;1.92936321;1583491425918;;seed;;
240;Prunus persica nucipersica;45.10492576;1.92940115;1583491511090;nectareine;seed;;
241;Prunus Cerasifera;45.10492470073756;1.9295788183808325;1583449200000;looks like apricot!;seed;;
242;Punica Granatum;45.10460264;1.92908379;1583492952857;;Jurassic plants;Rootstock;mollar
243;Corylus Avellana;45.10470939;1.92908623;1583493270835;hazel;;Rootstock;Webster's Cobb
244;Actinidia Arguta;45.10461489;1.9292299;1583497371635;;Jurassic plants;Rootstock;Variety
245;Actinidia Arguta;45.10464149;1.92920011;1583497379420;;Jurassic plants;Rootstock;Variety
246;Actinidia Arguta;45.10466638;1.92919542;1583497385102;;Jurassic plants;Rootstock;Variety
247;Pyrus Bretschneideri;45.1044971;1.92869883;1583497678765;from seed 63;Jurassic plants;Rootstock;Variety
248;Pyrus Bretschneideri;45.10453288;1.92862259;1583503944036;from seed batch 63;Origin;Rootstock;Variety
249;Pyrus Bretschneideri;45.1045353;1.92862318;1583504136612;from seed batch 63, very little root maybe something ate it.;Origin;Rootstock;Variety
250;Pyrus Bretschneideri;45.10449093;1.9286802;1583504388342;from seed batch 63;Origin;Rootstock;Variety
251;Pyrus Bretschneideri;45.10445538;1.92865137;1583504529287;from seed batch 63;Origin;Rootstock;Variety
252;Pyrus Bretschneideri;45.10440142;1.9286234;1583504724558;from seed batch 63 almost definitely but lost label;Origin;Rootstock;Variety
253;Pyrus Bretschneideri;45.1043739;1.92861372;1583504883748;from seed batch 45;Origin;Rootstock;Variety
254;Pyrus Bretschneideri;45.10430539;1.928617;1583505095339;from seed batch 63;Origin;Rootstock;Variety
255;Pyrus Bretschneideri;45.10430814;1.92861782;1583505320898;;Origin;Rootstock;Variety
256;Pyrus Bretschneideri;45.10428267;1.92864813;1583507004584;63;Origin;Rootstock;Variety
257;Pyrus Bretschneideri;45.10426819;1.92861654;1583507157126;45;Origin;Rootstock;Variety
258;Zanthoxylum Schinifolium;45.10436178;1.92872889;1583507391986;;Origin;Rootstock;Variety
259;Rubus fruticosus x R. idaeus;45.10460386;1.92925261;1583508550789;tayberry,;Morrison's;Rootstock;Buckingham
260;Rubus loganobaccus;45.10470078;1.92920148;1583508731331;loganberry,;Morrison's;Rootstock;?
261;Rubus phoenicolasius;45.10464843;1.92924258;1583509007170;Japanese wineberry,;Morrison's;Rootstock;?
262;Rubus phoenicolasius;45.10467335;1.92923518;1583509325612;Japanese wineberry,;Morrison's;Rootstock;?
263;Ficus carica;45.10467944;1.92925822;1583509354410;brown Turkey;cutting from garden;Rootstock;?
264;Amelanchier lamarckii;45.10450304;1.92909143;1583600088598;;Origin;Rootstock;Variety
265;Amelanchier lamarckii;45.10447329;1.92907356;1583600100630;;Origin;Rootstock;Variety
266;Amelanchier lamarckii;45.1044568;1.92903386;1583600107846;;Origin;Rootstock;Variety
267;Phormium tenax;45.10470287;1.92824764;1583600266685;;Origin;Rootstock;Variety
268;Phormium tenax;45.10472269;1.92821261;1583600281418;;Origin;Rootstock;Variety
269;Phyllostachys edulis;45.10466465;1.92823488;1583600300202;;Origin;Rootstock;Variety
270;Cornouiller Officinal;45.1046908;1.92831221;1583600446405;;Origin;Rootstock;Variety
271;Phyllostachys edulis;45.10469588;1.92829982;1583600468902;;Origin;Rootstock;Variety
272;Dendrocalamus asper;45.10476547;1.92841332;1583600636452;;Origin;Rootstock;Variety
273;Dendrocalamus asper;45.1047226;1.92826076;1583600654651;;Origin;Rootstock;Variety
274;Rubus Idaeus;45.10381667;1.9284603;1583600953930;;Origin;Rootstock;Variety
275;Rubus Idaeus;45.10381375;1.92845623;1583600958937;;Origin;Rootstock;Variety
276;Rubus Idaeus;45.10380093;1.92845225;1583600960468;;Origin;Rootstock;Variety
277;Rubus Idaeus;45.10379622;1.92845232;1583600961951;;Origin;Rootstock;Variety
278;Rubus Idaeus;45.10377795;1.92845522;1583600964918;;Origin;Rootstock;Variety
279;Salix;45.10331533;1.92818976;1583601063369;;Origin;Rootstock;Variety
280;Salix;45.10333735;1.92808032;1583601089103;;Origin;Rootstock;Variety
281;Salix;45.10317178;1.92802967;1583601112170;;Origin;Rootstock;Variety
282;Salix;45.10313602;1.92810342;1583601121053;;Origin;Rootstock;Variety
283;Salix;45.10340084;1.9282175;1583751347272;X 4;Origin;Rootstock;crack
284;Salix;45.10322904;1.92803339;1584021226673;;Origin;Rootstock;Goat
285;Salix;45.10324607;1.92809411;1584021254942;;Origin;Rootstock;Goat
286;Vitis vinifera;45.10438757;1.92751785;1584032171989;from decking Totnes;Origin;Rootstock;Variety
287;Vitis vinifera;45.10453609;1.92816004;1584032228555;from decking Totnes;Origin;Rootstock;Variety
288;Vitis vinifera;45.10495365;1.92814999;1584032453044;from decking Totnes, not much root development, may be dead;Origin;Rootstock;Variety
289;Ficus carica;45.10441607;1.92784354;1584032567779;from Totnes;Origin;Rootstock;brown Turkey
290;Ficus carica;45.10443081;1.92787656;1584032572645;from Totnes;Origin;Rootstock;brown Turkey
291;Ficus carica;45.10443171;1.92786581;1584032577744;from Totnes;Origin;Rootstock;brown Turkey
292;Ficus carica;45.10442769;1.92787823;1584032582461;from Totnes;Origin;Rootstock;brown Turkey
293;Ficus carica;45.10441997;1.92786621;1584032586312;from Totnes;Origin;Rootstock;brown Turkey
294;Ficus carica;45.10441206;1.92787489;1584032601544;from Totnes;Origin;Rootstock;brown Turkey
295;Ficus carica;45.1043951;1.92785653;1584032606362;from Totnes;Origin;Rootstock;brown Turkey
296;Ficus carica;45.10437521;1.92787578;1584032609928;from Totnes;Origin;Rootstock;brown Turkey
297;Ficus carica;45.10436611;1.92789879;1584032613777;from Totnes;Origin;Rootstock;brown Turkey
298;Vitis vinifera;45.10412798;1.92808908;1584032828866;from Totnes;Origin;Rootstock;from decking, Totnes
299;Vitis vinifera;45.10404716;1.92818024;1584033063973;from Totnes;Origin;Rootstock;from decking, Totnes
300;Ficus carica;45.104754318622994;1.9278715923428533;1584096220195;;Origin;Rootstock;Variety
301;Ficus carica;45.1047381;1.92792071;1584096225878;;Origin;Rootstock;Variety
302;Ficus carica;45.10472117;1.92789934;1584096229410;;Origin;Rootstock;Variety
303;Ficus carica;45.10469699;1.92791165;1584096233893;;Origin;Rootstock;Variety
304;Ficus carica;45.10471055;1.92791627;1584096254627;;garden;Rootstock;brown Turkey
305;Ficus carica;45.10469655;1.9279095;1584096258760;;garden;Rootstock;brown Turkey
306;Ficus carica;45.10469252;1.92793411;1584096263543;;garden;Rootstock;brown Turkey
307;Ficus carica;45.10468337;1.92793362;1584096268093;;garden;Rootstock;brown Turkey
308;Ficus carica;45.10469034;1.92793465;1584096272409;;garden;Rootstock;brown Turkey
309;Ficus carica;45.10470489;1.92789233;1584096282193;;garden;Rootstock;brown Turkey
310;Ficus carica;45.10469679;1.92790732;1584096288894;;garden;Rootstock;brown Turkey
311;Ficus carica;45.10468541;1.92788038;1584096292893;;garden;Rootstock;brown Turkey
312;Ficus carica;45.10467963;1.92789873;1584096297710;;garden;Rootstock;brown Turkey
313;Ficus carica;45.10467131;1.92789913;1584096301878;;garden;Rootstock;brown Turkey
314;Ficus carica;45.1046568;1.9279041;1584096307593;;garden;Rootstock;brown Turkey
315;Ficus carica;45.10465784;1.92790028;1584096312460;;garden;Rootstock;brown Turkey
316;Ficus carica;45.10464388;1.92791638;1584096317310;;garden;Rootstock;brown Turkey
317;Ficus carica;45.10463403;1.92788235;1584096322527;;garden;Rootstock;brown Turkey
318;Ficus carica;45.10464745;1.92788914;1584096327344;;garden;Rootstock;brown Turkey
319;Ficus carica;45.1046454;1.92786449;1584096331896;;garden;Rootstock;brown Turkey
320;Ficus carica;45.10462745;1.92789034;1584096336625;;garden;Rootstock;brown Turkey
321;Ficus carica;45.10456212;1.92790887;1584096346577;;garden;Rootstock;brown Turkey
322;Ficus carica;45.10453389;1.92786964;1584096353593;;garden;Rootstock;brown Turkey
323;Ficus carica;45.10453298;1.92787195;1584096358844;;garden;Rootstock;brown Turkey
324;Ficus carica;45.10452981;1.92786977;1584096362927;;garden;Rootstock;brown Turkey
325;Ficus carica;45.10451558;1.92788625;1584096367285;;garden;Rootstock;brown Turkey
326;Ficus carica;45.10450433;1.92789499;1584096371427;;garden;Rootstock;brown Turkey
327;Ficus carica;45.10448595;1.92788951;1584096386544;;garden;Rootstock;brown Turkey
328;Ficus carica;45.104465;1.92790014;1584096392560;;garden;Rootstock;brown Turkey
329;Vitis vinifera;45.10449324;1.92790925;1584096421578;planted here by mistake.;garden;Rootstock;
330;Vitis vinifera;45.10426172;1.92803862;1584096795502;;garden;Rootstock;
331;Actinidia Arguta;45.10511195;1.9297195;1584117519126;;Origin;Rootstock;Variety
332;Actinidia Arguta;45.10508076;1.92965124;1584117529847;;Origin;Rootstock;Variety
333;Actinidia Arguta;45.10502347;1.92956373;1584117543383;;Origin;Rootstock;Variety
334;Actinidia Arguta;45.10505433;1.92954318;1584117554043;;Origin;Rootstock;Variety
335;Actinidia Arguta;45.10507752;1.929179;1584117615610;;Origin;Rootstock;Variety
336;Actinidia Arguta;45.10506972;1.92917215;1584117618260;;Origin;Rootstock;Variety
337;Actinidia Arguta;45.10483095;1.92904281;1584117655910;;Origin;Rootstock;Variety
338;Actinidia Arguta;45.10473842;1.92902655;1584117666159;;Origin;Rootstock;Variety
339;Actinidia Arguta;45.10469658;1.92907809;1584054000000;labelled;Origin;Rootstock;Variety
340;Actinidia Arguta;45.10469883;1.92894916;1584117690393;;Origin;Rootstock;Variety
341;Actinidia Arguta;45.10469284;1.92910321;1584054000000;labelled;Origin;Rootstock;Variety
342;Actinidia Arguta;45.10439055;1.92907749;1584117766530;;Origin;Rootstock;Variety
343;Actinidia Arguta;45.10433937;1.92908642;1584117783978;;Origin;Rootstock;Variety
344;Actinidia Arguta;45.10433741;1.92931117;1584117808362;;Origin;Rootstock;Variety
345;Vitis vinifera;45.10435817;1.92928648;1584117824825;;Origin;Rootstock;Variety
346;Actinidia Deliciosa;45.10447479;1.92889414;1584117922792;;Origin;Rootstock;Variety
347;Actinidia Arguta;45.10446084;1.92883916;1584117944076;;Origin;Rootstock;Variety
348;Actinidia Deliciosa;45.10462613;1.92885399;1584117970858;;Origin;Rootstock;Variety
349;Actinidia Arguta;45.10465153;1.92907807;1584175326919;;Origin;Rootstock;Variety
350;Vitis vinifera;45.10463223;1.9287291;1584176152228;;Origin;Rootstock;Variety
351;Vitis vinifera;45.10461447;1.92886539;1584176453652;;Origin;Rootstock;Variety
352;Vitis vinifera;45.1046397;1.92882815;1584176582410;;Origin;Rootstock;Variety
353;Vitis vinifera;45.10467519;1.92882692;1584176876164;;Origin;Rootstock;Variety
354;Vitis vinifera;45.1046947;1.92884177;1584176878896;;Origin;Rootstock;Variety
355;Vitis vinifera;45.10469673;1.92895377;1584177160256;;Origin;Rootstock;Variety
356;Vitis vinifera;45.10465434;1.92890167;1584177175491;;Origin;Rootstock;Variety
357;Vitis vinifera;45.10448366;1.92891262;1584177376076;;Origin;Rootstock;Variety
358;Actinidia Arguta;45.10404938;1.92814742;1584178611682;;Origin;Rootstock;Variety
359;Actinidia Arguta;45.10419425;1.92802465;1584178743728;;Origin;Rootstock;Variety
